filename,content
6._Data_Analysis.md,"Data analysis
=================================================
Data Analysis: Introduction Podcast by NotebookLM
Once you’ve prepared the data, your next task is to analyze it to get insights that are not immediately obvious.
In this module, you’ll learn:
 Statistical analysis: Calculate correlations, regressions, forecasts, and outliers using spreadsheets
 Data summarization: Aggregate and pivot data using Python and databases.
 Geo-data Collection & Processing: Gather and process geospatial data using tools like Python (GeoPandas) and QGIS.
 Geo-visualization: Create and visualize geospatial data on maps using Excel, QGIS, and Python libraries such as Folium.
 Network & Proximity Analysis: Analyze geospatial relationships and perform network analysis to understand data distribution and clustering.
 Storytelling & Decision Making: Develop narratives and make informed decisions based on geospatial data insights.
[](https://youtu.be/CRSljunxjnk)
Previous
Extracting Audio and Transcripts
Next
Correlation with Excel"
AI_Code_Editors__GitHub_Copilot.md,"AI Editor: GitHub Copilot
-------------------------------------------------------------------------
AI Code Editors like GitHub Copilot, Cursor, Windsurf, Roo Code, Cline, Continue.dev, etc. use LLMs to help you write code faster.
Most are built on top of VS Code. These are now a standard tool in every developer’s toolkit.
GitHub Copilot is free (as of May 2025) for 2,000 completions and 50 chats.
[](https://youtu.be/n0NlxUyA7FI)
You should learn about:
 Code Suggestions, which is a basic feature.
 Using Chat, which lets you code in natural language.
 Changing the chat model. The free version includes Claude 3.5 Sonnet, a good coding model.
 Prompts to understand how people use AI code editors.
Previous
Editor: VS Code
Next
Python tools: uv"
Multimodal_Embeddings.md,"Multimodal Embeddings
-------------------------------------------------------------------------
Multimodal embeddings map text and images into the same vector space, enabling direct comparison between, say, a caption — “A cute cat” — and an image of that cat. This unified representation powers real-world applications like:
 Cross-modal search (e.g. “find images of a sunset” via text queries)
 Content recommendation (suggesting visually similar products to text descriptions)
 Clustering & retrieval (grouping documents and their associated graphics)
 Anomaly detection (spotting unusual image–text pairings)
By reducing different data types to a common numeric form, you unlock richer search, enhanced recommendations, and tighter integration of visual and textual data.
Get API keys
-------------------------------------------------------
Below are the steps to grab a free API key for each provider.
Nomic Atlas
1. Sign up at the Nomic Atlas homepage:
   👉 <https://atlas.nomic.ai/> (Atlas | Nomic Atlas Documentation)
2. Once logged in, open the Dashboard and navigate to Settings → API Keys.
3. Click Create API Key, name it, and copy the generated key.
Set in your shell:
export NOMICAPIKEY=""your-nomic-api-key""Copy to clipboardErrorCopied
Jina AI
1. Visit the Jina AI Embeddings page:
   👉 <https://jina.ai/embeddings/> (Jina AI)
2. Click Get Started (no credit card needed) and register for a free account. Every new key comes with 1 million free tokens.
3. In the dashboard, go to API Key & Billing and copy your key.
Set in your shell:
export JINAAPIKEY=""your-jina-api-key""Copy to clipboardErrorCopied
Google Vertex AI
1. Sign up for Google Cloud’s free tier (90 days, $300 credit):
   👉 <https://cloud.google.com/free> (Google Cloud)
2. In the Cloud Console, open APIs & Services → Credentials:
   👉 <https://console.cloud.google.com/apis/credentials> (Google Cloud)
3. Click Create credentials → API key, then copy the key.
Set in your shell:
export GOOGLEAPIKEY=""your-google-api-key""
export PROJECTID=""your-gcp-project-id""Copy to clipboardErrorCopied
Example Requests
---------------------------------------------------------------
Below are fully-workable snippets that:
 Embed two texts (“A cute cat”, “A cardboard box”)
 Embed two images (cat.jpg, box.png)
 Send them to the respective API
Replace variables ($NOMICAPIKEY, $JINAAPIKEY, $GOOGLEAPIKEY, $PROJECTID) before running.
1. Nomic Atlas
Text Embeddings
curl -X POST ""https://api-atlas.nomic.ai/v1/embedding/text"" \
  -H ""Authorization: Bearer $NOMICAPIKEY"" \
  -H ""Content-Type: application/json"" \
  -d '{
        ""model"": ""nomic-embed-text-v1.5"",
        ""tasktype"": ""searchdocument"",
        ""texts"": [""A cute cat"", ""A cardboard box""]
      }'Copy to clipboardErrorCopied
Image Embeddings
curl -X POST ""https://api-atlas.nomic.ai/v1/embedding/image"" \
  -H ""Authorization: Bearer $NOMICAPIKEY"" \
  -F ""model=nomic-embed-vision-v1.5"" \
  -F ""images=@cat.jpg"" \
  -F ""images=@box.png""Copy to clipboardErrorCopied
2. Jina AI
Jina’s unified /v1/embeddings endpoint accepts text strings and base64-encoded image bytes in one batch. (Jina AI)
curl -X POST ""https://api.jina.ai/v1/embeddings"" \
  -H ""Authorization: Bearer $JINAAPIKEY"" \
  -H ""Content-Type: application/json"" \
  -d ""{
        \""model\"": \""jina-clip-v2\"",
        \""input\"": [
          {\""text\"":\""A cute cat\""},
          {\""text\"":\""A cardboard box\""},,
          {\""image\"":\""$(base64 -w 0 cat.jpg)\""},
          {\""image\"":\""$(base64 -w 0 box.png)\""}
        ]
      }""Copy to clipboardErrorCopied
3. Google Vertex AI Multimodal Embeddings
Vertex AI’s multimodal model (multimodalembedding@001) takes JSON instances combining text and base64 image data. (Google Cloud)
curl -X POST \
  -H ""Authorization: Bearer $(gcloud auth print-access-token)"" \
  -H ""Content-Type: application/json"" \
  ""https://us-central1-aiplatform.googleapis.com/v1/projects/$PROJECTID/locations/us-central1/publishers/google/models/multimodalembedding@001:predict?key=$GOOGLEAPIKEY"" \
  -d ""{
        \""instances\"": [
          {
            \""text\"": \""A cute cat\"",
            \""image\"": {\""bytesBase64Encoded\"": \""$(base64 -w 0 cat.jpg)\""}
          },
          {
            \""text\"": \""A cardboard box\"",
            \""image\"": {\""bytesBase64Encoded\"": \""$(base64 -w 0 box.png)\""}
          }
        ]
      }""Copy to clipboardErrorCopied
With these steps, you’re all set to explore and experiment with multimodal embeddings across text + image data—unifying your applications’ visual and linguistic understanding.
Previous
Embeddings
Next
Topic modeling"
"Version_Control__Git,_GitHub.md","Version Control: Git, GitHub
-------------------------------------------------------------------
Git is the de facto standard for version control of software (and sometimes, data as well). It’s a system that keeps track of changes you make to files and folders. It allows you to revert to a previous state, compare changes, etc. It’s a central tool in any developer’s workflow.
GitHub is the most popular hosting service for Git repositories. It’s a website that shows your code, allows you to collaborate with others, and provides many useful tools for developers.
Watch these introductory videos to learn the basics of Git and GitHub (98 min):
[](https://youtu.be/HVsySz-h9r4)
[](https://youtu.be/RGOj5yH7evk)
Essential Git Commands:
Repository Setup
git init                   Create new repo
git clone url              Clone existing repo
git remote add origin url  Connect to remote
Basic Workflow
git status                 Check status
git add .                  Stage all changes
git commit -m ""message""    Commit changes
git push origin main       Push to remote
Branching
git branch                 List branches
git checkout -b feature    Create/switch branch
git merge feature          Merge branch
git rebase main            Rebase on main
History
git log --oneline          View history
git diff commit1 commit2   Compare commits
git blame file             Show who changed whatCopy to clipboardErrorCopied
Best Practices:
1. Commit Messages
   
   Good commit message format
   type(scope): summary
   Detailed description of changes.
   Examples
   feat(api): add user authentication
   fix(db): handle null values in queryCopy to clipboardErrorCopied
   
2. Branching Strategy
    main: Production code
    develop: Integration branch
    feature/\: New features
    hotfix/\: Emergency fixes
3. Code Review
    Keep PRs small (<400 lines)
    Use draft PRs for WIP
    Review your own code first
    Respond to all comments
Essential Tools
 GitHub Desktop: GUI client
 GitLens: VS Code extension
 gh: GitHub CLI
 pre-commit: Git hooks
Previous
Database: SQLite
Next
2. Deployment Tools"
Project_1.md,"Project: TDS Virtual TA
=============================================================================
Create a virtual Teaching Assistant Discourse responder.
Background
----------------------------------------------------
You are a clever student who has joined IIT Madras’ Online Degree in Data Science. You have just enrolled in the Tools in Data Science course.
Out of kindness for your teaching assistants, you have decided to build an API that can automatically answer student questions on their behalf based on:
 Course content with content for TDS Jan 2025 as on 15 Apr 2025.
 TDS Discourse posts with content from 1 Jan 2025 - 14 Apr 2025.
Scrape the data
--------------------------------------------------------------
To make sure you can answer these questions, you will need to extract the data from the above source.
Create an API
----------------------------------------------------------
Your application exposes an API endpoint. You may host it anywhere. Let’s assume it’s at https://app.example.com/api/.
The endpoint must accept a POST request, e.g. POST https://app.example.com/api/ with a student question as well as optional base64 file attachments as JSON.
For example, here’s how anyone can make a request:
curl ""https://app.example.com/api/"" \
  -H ""Content-Type: application/json"" \
  -d ""{\""question\"": \""Should I use gpt-4o-mini which AI proxy supports, or gpt3.5 turbo?\"", \""image\"": \""$(base64 -w0 project-tds-virtual-ta-q1.webp)\""}""Copy to clipboardErrorCopied
This is a real question and uses this screenshot:
The response must be a JSON object like this:
{
  ""answer"": ""You must use gpt-3.5-turbo-0125, even if the AI Proxy only supports gpt-4o-mini. Use the OpenAI API directly for this question."",
  ""links"": [
    {
      ""url"": ""https://discourse.onlinedegree.iitm.ac.in/t/ga5-question-8-clarification/155939/4"",
      ""text"": ""Use the model that’s mentioned in the question.""
    },
    {
      ""url"": ""https://discourse.onlinedegree.iitm.ac.in/t/ga5-question-8-clarification/155939/3"",
      ""text"": ""My understanding is that you just have to use a tokenizer, similar to what Prof. Anand used, to get the number of tokens and multiply that by the given rate.""
    }
  ]
}Copy to clipboardErrorCopied
Evaluate your application
----------------------------------------------------------------------------------
Here are a few sample questions and evaluation parameters. These are indicative. The actual evaluation could ask any realistic student question.
To run this:
1. Edit project-tds-virtual-ta-promptfoo.yaml to replace providers[0].config.url with your API URL.
2. Run this script:
   
   npx -y promptfoo eval --config project-tds-virtual-ta-promptfoo.yamlCopy to clipboardErrorCopied
   
Deploy your application
------------------------------------------------------------------------------
Deploy your application to a public URL that can be accessed by anyone. You may use any platform.
(If you use ngrok, ensure that it is running continuously until you get your results.)
Share your code
--------------------------------------------------------------
 Create a new public GitHub repository
 Add an MIT LICENSE file
 Commit and push your code
Submit your URL
--------------------------------------------------------------
Submit your GitHub repository URL and your API endpoint URL at <https://exam.sanand.workers.dev/tds-project-virtual-ta>
Evaluation
----------------------------------------------------
 Pre-requisites: Your repository MUST meet the following criteria to be eligible for evaluation
  + Your GitHub repository exists and is publicly accessible
  + Your GitHub repository has a LICENSE file with the MIT license in the root folder
 We will use a modified version of project-tds-virtual-ta-promptfoo.yaml with 10 realistic questions. Correct answers will be awarded up to 2 marks each.
 Your score will be the sum of the marks above. No normalization. What you get is what you get.
Bonus:
 1 mark if your GitHub repo includes a script that scrapes the Discourse posts across a date range from a Discourse course page like TDS
 2 marks if we deploy your solution (with minimal modifications) as an official solution for students to use.
Previous
LLM Evals
Next
4. Data Sourcing"
TDS_GPT_Reviewer.md,"TDS GPT Reviewer
==========================================================
After the later parts of this course’s contents were written, we ran it through a Technical Content Reviewer GPT.
Take a look at the GPT’s instructions. These were generated by the OpenAI Prompt Generation tool.
As a Content Reviewer for a high school–level course on Tools in Data Science, your job is to evaluate provided content (such as text, code snippets, or references) with a focus on correctness, clarity, and conciseness, and offer actionable feedback for improvement.
1. Check for Correctness and Consistency
   - Verify technical and factual accuracy.
   - Ensure internal consistency without contradictions.
2. Check for Clarity and Approachability
   - Ensure content is understandable for a high school student with limited prior knowledge.
   - Identify and simplify jargon or advanced concepts.
3. Check for Conciseness
   - Assess if content is direct and free of unnecessary verbosity.
   - Identify areas for streamlining to enhance readability.
4. Provide Feedback for Improvement
   - Offer actionable suggestions for fixing, clarifying, or reorganizing content.
   - Propose alternative phrasing if text is vague, complex, or verbose.
Steps
1. Carefully read the entire content before forming conclusions.
2. List factual inconsistencies or missing details causing confusion.
3. Suggest simpler terms or analogies for complex language.
4. Point out unnecessary repetition or filler text.
5. Provide direct examples of how to improve the highlighted issues.
Output Format
Respond using Markdown with the following structure:
1. Summary of Findings
   - A concise paragraph outlining overall strengths and weaknesses.
2. Detailed Review
   - Correctness and Consistency: Note factual errors or inconsistencies, suggesting corrections.
   - Clarity and Approachability: Identify overly advanced or unclear sections, offering simpler alternatives.
   - Conciseness: Highlight long or repetitive sections with suggestions for tightening the text.
3. Actionable Improvement Suggestions
   - Provide specific sentences, bullet points, or rewritten examples to illustrate improvements.
Notes
- Maintain a constructive review tone, not content generation.
- Even if content is perfect, confirm with suggestions for minor improvements (e.g., adding an example or clarifying a subtle point).Copy to clipboardErrorCopied
Content creation prompts
--------------------------------------------------------------------------
In addition, here are a few prompts used to create the content:
1. Video summaries. Transcribe the video via YouTube Transcript or Whisper. Then: Summarize this video transcript crisply for a high school student.
Previous
TDS TA Instructions
Next
LLM Sentiment Analysis"
LLM_Speech.md,"OpenAI TTS-1 for Text-to-Speech Generation
--------------------------------------------------------------------------------------------------------
OpenAI’s Text-to-Speech API (TTS-1) converts text into natural-sounding speech using state-of-the-art neural models. Released in March 2025, it offers multiple voices and control over speaking style and speed.
[](https://youtu.be/lXb0L16ISAc)
Simple speech generation
To generate speech from text, send a POST request to the speech endpoint:
curl https://api.openai.com/v1/audio/speech \
  -H ""Authorization: Bearer $OPENAIAPIKEY"" \
  -H ""Content-Type: application/json"" \
  -d '{
    ""model"": ""tts-1"",
    ""input"": ""Hello! This is a test of the OpenAI text to speech API."",
    ""voice"": ""alloy""
  }' --output speech.mp3Copy to clipboardErrorCopied
Generation options
Control the output with these parameters:
 model: tts-1 (standard) or tts-1-hd (higher quality)
 input: Text to convert (max 4096 characters)
 voice: alloy, echo, fable, onyx, nova, or shimmer
 responseformat: mp3 (default), opus, aac, or flac
 speed: 0.25 to 4.0 (default 1.0)
curl https://api.openai.com/v1/audio/speech \
  -H ""Authorization: Bearer $OPENAIAPIKEY"" \
  -H ""Content-Type: application/json"" \
  -d '{
    ""model"": ""tts-1-hd"",
    ""input"": ""Welcome to our podcast! Today we will be discussing artificial intelligence."",
    ""voice"": ""nova"",
    ""responseformat"": ""mp3"",
    ""speed"": 1.2
  }' --output podcastintro.mp3Copy to clipboardErrorCopied
Costs and optimization
Pricing per 1,000 characters:
 tts-1: $0.015
 tts-1-hd: $0.030
To optimize costs:
 Use tts-1 for drafts, tts-1-hd for final versions
 Batch process text in chunks
 Cache frequently used phrases
 Choose lower quality formats for testing
Google Gemini Speech Studio for Text-to-Speech
----------------------------------------------------------------------------------------------------------------
Google’s Gemini Speech Studio offers advanced text-to-speech capabilities with support for multiple languages, voices, and speaking styles.
[](https://youtu.be/Rx8PmBo9vfI)
For this, you need a GOOGLEAPIKEY. You can:
1. Go to the Google Cloud Console: <https://console.cloud.google.com/apis/library/texttospeech.googleapis.com>, select or create the project you want and click Enable.
2. Create an API key. In the Console, navigate to APIs & Services → Credentials and click + Create Credentials → API key. Copy the generated key (it’ll look like AIza…).
Simple speech generation
Generate speech using the Gemini API:
curl -X POST ""https://texttospeech.googleapis.com/v1/text:synthesize?key=$GOOGLEAPIKEY"" \
  -H ""Content-Type: application/json"" \
  -d '{
    ""input"": { ""text"": ""Hello, welcome to Gemini Speech Studio!"" },
    ""voice"": { ""languageCode"": ""en-US"", ""name"": ""en-US-Neural2-A"" },
    ""audioConfig"": { ""audioEncoding"": ""MP3"" }
  }' | jq -r .audioContent | base64 --decode > gemini-speech.mp3Copy to clipboardErrorCopied
Generation options
Customize synthesis with these parameters:
 voice:
  + languageCode: Language code (e.g., “en-US”, “es-ES”)
  + name: Voice model name
  + ssmlGender: “NEUTRAL”, “MALE”, or “FEMALE”
 audioConfig:
  + audioEncoding: “MP3”, “WAV”, “OGG\OPUS”
  + speakingRate: 0.25 to 4.0
  + pitch: -20.0 to 20.0
  + volumeGainDb: Volume adjustment
curl -X POST ""https://texttospeech.googleapis.com/v1/text:synthesize?key=$GOOGLEAPIKEY"" \
  -H ""Content-Type: application/json"" \
  -d '{
    ""input"": {
      ""text"": ""This is a demonstration of advanced speech settings.""
    },
    ""voice"": {
      ""languageCode"": ""en-US"",
      ""name"": ""en-US-Neural2-D""
    },
    ""audioConfig"": {
      ""audioEncoding"": ""MP3"",
      ""speakingRate"": 1.2,
      ""pitch"": 2.0,
      ""volumeGainDb"": 1.0
    }
  }' | jq -r .audioContent | base64 --decode > gemini-options.mp3Copy to clipboardErrorCopied
SSML support
Both APIs support Speech Synthesis Markup Language (SSML) for fine-grained control:
curl -X POST ""https://texttospeech.googleapis.com/v1/text:synthesize?key=$GOOGLEAPIKEY"" \
  -H ""Content-Type: application/json"" \
  -d '{
    ""input"": {
      ""ssml"": ""<speak>Hello <break time=\""1s\""/> This text has a pause and <emphasis level=\""strong\"">emphasized words</emphasis>.</speak>""
    },
    ""voice"": { ""languageCode"": ""en-US"", ""name"": ""en-US-Neural2-A"" },
    ""audioConfig"": { ""audioEncoding"": ""MP3"" }
  }' | jq -r .audioContent | base64 --decode > gemini-ssml.mp3Copy to clipboardErrorCopied
Costs and optimization
Pricing (per character):
 Standard voices: $0.000004
 Neural voices: $0.000016
 Neural2 voices: $0.000024
To optimize:
 Use standard voices for development
 Cache common phrases
 Batch process where possible
 Choose appropriate audio quality
Python implementation
Here’s a simple Python wrapper for both APIs:
import requests
import base64
import os
openaikey = os.getenv(""OPENAIAPIKEY"")
googlekey = os.getenv(""GOOGLEAPIKEY"")
def generateopenaispeech(text, voice=""alloy"", model=""tts-1""):
    response = requests.post(
        ""https://api.openai.com/v1/audio/speech"",
        headers={""Authorization"": f""Bearer {openaikey}""},
        json={""model"": model, ""input"": text, ""voice"": voice}
    )
    return response.content
def generategeminispeech(text, voicename=""en-US-Neural2-A""):
    response = requests.post(
        f""https://texttospeech.googleapis.com/v1/text:synthesize?key={googlekey}"",
        json={
            ""input"": {""text"": text},
            ""voice"": {""languageCode"": ""en-US"", ""name"": voicename},
            ""audioConfig"": {""audioEncoding"": ""MP3""}
        }
    )
    return base64.b64decode(response.json()[""audioContent""])
if name == ""main"":
    with open(""openaispeech.mp3"", ""wb"") as f:
        f.write(generateopenaispeech(""Hello from OpenAI's text to speech API!""))
    with open(""geminispeech.mp3"", ""wb"") as f:
        f.write(generategeminispeech(""Hello from Google's Gemini Speech Studio!""))Copy to clipboardErrorCopied
Previous
LLM Image Generation
Next
LLM Evals"
"Spreadsheet__Excel,_Google_Sheets.md","Spreadsheet: Excel, Google Sheets
--------------------------------------------------------------------------------------
You’ll use spreadsheets for data cleaning and exploration. The most popular spreadsheet program is Microsoft Excel followed by Google Sheets.
You may be already familiar with these. If not, make sure to learn the basics of both.
Go through the Microsoft Excel video training and make sure you cover:
 Intro to Excel
 Rows & columns
 Cells
 Formatting
 Formulas & Functions
 Tables
 PivotTables
Watch this video for an introduction to Google Sheets (49 min):
[](https://youtu.be/TENAbUa-R-w)
Previous
AI Terminal Tools: llm
Next
Database: SQLite"
AI_Terminal_Tools__llm.md,"LLM CLI: llm
------------------------------------
llm is a command-line utility for interacting with large language models—simplifying prompts, managing models and plugins, logging every conversation, and extracting structured data for pipelines.
[](https://youtu.be/QUXQNi6jQ30?t=100)
Basic Usage
Install llm. Then set up your OPENAIAPIKEY environment variable. See Getting started.
TDS Students: See Large Language Models for instructions on how to get and use OPENAIAPIKEY.
Run a simple prompt
llm 'five great names for a pet pelican'
Continue a conversation
llm -c 'now do walruses'
Start a memory-aware chat session
llm chat
Specify a model
llm -m gpt-4.1-nano 'Summarize tomorrow’s meeting agenda'
Extract JSON output
llm 'List the top 5 Python viz libraries with descriptions' \
  --schema-multi 'name,description'Copy to clipboardErrorCopied
Or use llm without installation using uvx:
Run llm via uvx without any prior installation
uvx llm 'Translate ""Hello, world"" into Japanese'
Specify a model
uvx llm -m gpt-4.1-nano 'Draft a 200-word blog post on data ethics'
Use structured JSON output
uvx llm 'List the top 5 programming languages in 2025 with their release years' \
  --schema-multi 'rank,language,releaseyear'Copy to clipboardErrorCopied
Key Features
 Interactive prompts: llm '…' — Fast shell access to any LLM.
 Conversational flow: -c '…' — Continue context across prompts.
 Model switching: -m MODEL — Use OpenAI, Anthropic, local models, and more.
 Structured output: llm json — Produce JSON for automation.
 Logging & history: llm logs path — Persist every prompt/response in SQLite.
 Web UI: datasette ""$(llm logs path)"" — Browse your entire history with Datasette.
 Persistent chat: llm chat — Keep the model in memory across multiple interactions.
 Plugin ecosystem: llm install PLUGIN — Add support for new models, data sources, or workflows. (Language models on the command-line - Simon Willison’s Weblog)
Practical Uses
 Automated coding. Generate code scaffolding, review helpers, or utilities on demand. For example, after runningllm install llm-cmd, run llm cmd 'Undo the last git commit'. Inspired by Simon’s post on using LLMs for rapid tool building.
 Transcript processing. Summarize YouTube or podcast transcripts using Gemini. See Putting Gemini 2.5 Pro through its paces.
 Commit messages. Turn diffs into descriptive commit messages, e.g. git diff | llm 'Write a concise git commit message explaining these changes'. \
 Data extraction. Convert free-text into structured JSON for automation. Structured data extraction from unstructured content using LLM schemas.
Previous
Terminal: Bash
Next
Spreadsheet: Excel, Google Sheets"
DevContainers__GitHub_Codespaces.md,"IDE: GitHub Codespaces
----------------------------------------------------------------------
GitHub Codespaces is a cloud-hosted development environment built right into GitHub that gets you coding faster with pre-configured containers, adjustable compute power, and seamless integration with workflows like Actions and Copilot.
Why Codespaces helps
 Reproducible onboarding: Say goodbye to “works on my machine” woes—everyone uses the same setup for assignments or demos.
 Anywhere access: Jump back into your project from a laptop, tablet, or phone without having to reinstall anything.
 Rapid experimentation & debugging: Spin up short-lived environments on any branch, commit, or PR to isolate bugs or test features, or keep longer-lived codespaces for big projects.
[](https://www.youtube.com/watch?v=-tQ2nxjqP6o)
Quick Setup
1. From the GitHub UI
    Go to your repo and click Code → Codespaces → New codespace.
    Pick the branch and machine specs (2–32 cores, 8–64 GB RAM), then click Create codespace.
2. In Visual Studio Code
    Press Ctrl+Shift+P (or Cmd+Shift+P on Mac), choose Codespaces: Create New Codespace, and follow the prompts.
3. Via GitHub CLI
   
   gh auth login
   gh codespace create --repo OWNER/REPO
   gh codespace list    List all codespaces
   gh codespace code    opens in your local VS Code
   gh codespace ssh     SSH into the codepsaceCopy to clipboardErrorCopied
   
Features To Explore
 Dev Containers: Set up your environment the same way every time using a devcontainer.json or your own Dockerfile. Introduction to dev containers
 Prebuilds: Build bigger or more complex repos in advance so codespaces start up in a flash. About prebuilds
 Port Forwarding: Let Codespaces spot and forward the ports your web apps use automatically. Forward ports in Codespaces
 Secrets & Variables: Keep your environment variables safe in the Codespaces settings for your repo. Manage Codespaces secrets
 Dotfiles Integration: Bring in your dotfiles repo to customize shell settings, aliases, and tools in every codespace. Personalizing your codespaces
 Machine Types & Cost Control: Pick from VMs with 2 to 32 cores and track your usage in the billing dashboard. Managing Codespaces costs
 VS Code & CLI Integration: Flip between browser VS Code and your desktop editor, and script everything with the CLI. VS Code Remote: Codespaces
 GitHub Actions: Power up prebuilds and your CI/CD right inside codespaces using Actions workflows. Prebuilding your codespaces
 Copilot in Codespaces: Let Copilot help you write code with in-editor AI suggestions. Copilot in Codespaces
Previous
Containers: Docker, Podman
Next
Tunneling: ngrok"
Data_Preparation_in_the_Editor.md,"Data Preparation in the Editor
----------------------------------------------------------------------------------------------------
[](https://youtu.be/99lYu43L9uM)
You’ll learn how to use a text editor Visual Studio Code to process and clean data, covering:
 Format JSON files
 Find all and multiple cursors to extract specific fields
 Sort lines
 Delete duplicate lines
 Replace text with multiple cursors
Here are the links used in the video:
 City-wise product sales JSON
Previous
Data Preparation in the Shell
Next
Cleaning Data with OpenRefine"
Forecasting_with_Excel.md,"404 - Not found
==============="
Network_Analysis_in_Python.md,"Network Analysis in Python
----------------------------------------------------------------------------------------
[](https://youtu.be/uPL3VuRqOy4)
You’ll learn how to use network analysis to identify clusters and connections between nodes in a dataset, covering:
 Network Construction: Build a network from the IMDB database, where nodes represent actors and edges represent shared movie appearances.
 Clustering: Apply clustering techniques to detect communities within the network, using scikit-learn’s network library.
 Matrix Operations: Utilize matrix operations to efficiently analyze actor relationships and interactions.
 Community Detection: Implement algorithms to identify and interpret clusters, examining how different actor clusters are connected.
 Application of Findings: Explore practical applications of network analysis, such as social network analysis and its potential uses in various domains.
Here are links used in the video:
 Jupyter Notebook
 Exploring the Movie Actor Network in Python
 Jupyter Notebook - Shortest Path
 Jupyter Notebook - Actor network
 IMDb Datasets
 Learn about the sknetwork package
 Learn about the scipy.sparse matrices and video
 Introduction to Kumu
 Network analysis with Kumu
 Introduction to Systems and Network Mapping with Kumu
Previous
Geospatial Analysis with QGIS
Next
7. Data Visualization"
Tunneling__ngrok.md,"Tunneling: ngrok
----------------------------------------------
Ngrok is a tool that creates secure tunnels to your localhost, making your local development server accessible to the internet. It’s essential for testing webhooks, sharing work in progress, or debugging applications in production-like environments.
[](https://youtu.be/dfMdLGZLXSg)
Run the command uvx ngrok http 8000 to create a tunnel to your local server on port 8000. This generates a public URL that you can share with others.
To get started, log into ngrok.com and get an authtoken from the dashboard. Copy it. Then run:
ngrok config add-authtoken $YOURAUTHTOKENCopy to clipboardErrorCopied
Now you can forward any local port to the internet. For example:
Start a local server on port 8000
uv run -m http.server 8000
Start HTTP tunnel
uvx ngrok http 8000Copy to clipboardErrorCopied
Here are useful things you can do with ngrok http:
 ngrok http file://. to serve local files
 --response-header-add ""Access-Control-Allow-Origin: "" to enable CORS
 --oauth google --oauth-client-id $CLIENTID --oauth-client-secret $SECRET --oauth-allow-domain example.com --oauth-allow-email user@example.org to restrict users to @example.com and user@example.org using Google Auth
 --ua-filter-deny "".bot$"" to reject user agents ending with bot
Previous
DevContainers: GitHub Codespaces
Next
CORS"
Data_Transformation_in_Excel.md,"Data Transformation in Excel
----------------------------------------------------------------------------------------------
[](https://youtu.be/gR2IY5Naja0)
You’ll learn data transformation techniques in Excel, covering:
 Calculating Ratios: Compute metro area to city area and metro population to city population ratios.
 Using Pivot Tables: Create pivot tables to aggregate data and identify outliers.
 Filtering Data: Apply filters in pivot tables to analyze specific subsets of data.
 Counting Data Occurrences: Use pivot tables to count the frequency of specific entries.
 Creating Charts: Generate charts from pivot table data to visualize distributions and outliers.
Here are links used in the video:
 List of Largest Cities Excel file
Previous
Data Cleansing in Excel
Next
Splitting Text in Excel"
Scraping_emarketer.com.md,"Scraping emarketer
----------------------------------------------------------------
In this live scraping session, we explore a real-life scenario where Straive had to scrape data from emarketer.com for a demo. This is a fairly realistic and representative way of how one might go about scraping a website.
[](https://youtu.be/ZzUsDE1XjhE)
You’ll learn:
 Scraping: How to extract data from web pages, including constructing URLs, fetching page content, and parsing HTML using packages like lxml and httpx.
 Caching: Implementing a caching strategy to avoid redundant data fetching for efficiency and reliability.
 Error Handling and Debugging: Practical tips for troubleshooting, such as using liberal print statements, breakpoints for in-depth debugging, and the concept of “rubber duck debugging” to clarify problems.
 LLMs: Benefits of Gemini / ChatGPT for code suggestions and troubleshooting.
 Real-World Application: How quick proofs of concept to showcase capabilities to clients, emphasizing practice over theory.
Previous
Scheduled Scraping with GitHub Actions
Next
Scraping: Live Sessions"
Scraping_PDFs_with_Tabula.md,"Scraping PDFs with Tabula
-------------------------------------------------------------------------------------
[](https://youtu.be/yDoKlKyxClQ)
You’ll learn how to scrape tables from PDFs using the tabula Python library, covering:
 Import Libraries: Use Beautiful Soup for URL parsing and Tabula for extracting tables from PDFs.
 Specify Save Location: Mount Google Drive to save scraped PDFs.
 Identify PDF URLs: Parse the given URL to identify and select all PDF links.
 Download PDFs: Loop through identified links, saving each PDF to the specified location.
 Extract Tables: Use Tabula to read tabular content from the downloaded PDFs.
 Control Extraction Area: Specify page and area coordinates to accurately extract tables, avoiding extraneous text.
 Save Extracted Data: Convert the extracted table data into structured formats like CSV for further analysis.
Here are links and references:
 PDF Scraping - Notebook
 Learn about the tabula package
 Learn about the pandas package. Video
Previous
Wikipedia Data with Python
Next
Convert PDFs to Markdown"
Prompt_engineering.md,"404 - Not found
==============="
